Time,#Records, Size,,Label
42608,1,23
42698,142,3344
42805,374,8912
42898,410,9776
42998,463,11048
43098,531,12680
43201,620,14816
43300,710,16976
43398,794,18992
43499,883,21128
43599,967,23144
58133,1001,23959
58201,1047,25017
58300,1104,26368
58406,1153,27544
58499,1204,28768
58599,1258,30064
58700,1317,31480
58799,1383,33064
58898,1447,34600
58998,1510,36112
59099,1575,37672
59198,1645,39352
59299,1706,40816
59399,1783,42664
59499,1862,44560
59599,1932,46240
458348,2001,47895
458398,2033,48631
458498,2106,50352
458598,2180,52128
458698,2253,53880
458799,2320,55488
458898,2397,57336
458999,2471,59112
459098,2551,61032
459198,2605,62328
459299,2671,63912
459398,2739,65544
459499,2817,67416
459598,2888,69120
459698,2957,70776
579408,3001,71831
579499,3083,73736
579601,3147,75272
579702,3218,76976
579799,3294,78800
579898,3367,80552
579998,3451,82568
580101,3540,84704
580198,3625,86744
580300,3700,88544
580398,3789,90680
580498,3861,92408
580600,3948,94496
746784,4001,95767
746801,4015,96089
746898,4085,97720
746998,4171,99784
747098,4256,101824
747198,4343,103912
747298,4430,106000
747398,4520,108160
747500,4603,110152
747600,4685,112120
747698,4770,114160
747799,4856,116224
747900,4954,118576
1667526,5001,119703
1667598,5080,121536
1667698,5177,123864
1667798,5253,125688
1667899,5330,127536
1667999,5418,129648
1668098,5494,131472
1668199,5570,133296
1668300,5638,134928
1668399,5727,137064
1668498,5827,139464
1668598,5928,141888
1698657,6001,143639
1698699,6042,144582
1698800,6135,146792
1698900,6225,148952
1699001,6303,150824
1699098,6384,152768
1699199,6469,154808
1699301,6563,157064
1699398,6639,158888
1699501,6686,160016
1699599,6756,161696
1699699,6820,163232
1699800,6891,164936
1699898,6970,166832
1741681,7001,167575
1741698,7022,168058
1741800,7157,171256
1741898,7290,174448
1742001,7414,177424
1742098,7494,179344
1742198,7593,181720
1742301,7693,184120
1742398,7750,185488
1742499,7822,187216
1742598,7903,189160
1742698,7990,191248
1758559,8001,191511
1758599,8051,192661
1758698,8128,194496
1758801,8225,196824
1758899,8342,199632
1758999,8457,202392
1759099,8566,205008
1759200,8662,207312
1759299,8744,209280
1759398,8835,211464
1759498,8964,214560
1788223,9001,215447
1788298,9095,217640
1788398,9217,220568
1788498,9336,223424
1788600,9453,226232
1788698,9559,228776
1788798,9675,231560
1788898,9772,233888
1788998,9876,236384
1789099,9996,239264
1818429,10001,239383
1818498,10087,241384
1818599,10197,244024
1818699,10290,246256
1818799,10377,248344
1818898,10464,250432
1818998,10560,252736
1819099,10643,254728
1819200,10750,257296
1819298,10851,259720
1819398,10938,261808
1847592,11001,263319
1847601,11009,263503
1847699,11092,265440
1847799,11161,267096
1847898,11229,268728
1847998,11304,270528
1848100,11386,272496
1848200,11449,274008
1848298,11516,275616
1848398,11591,277416
1848501,11671,279336
1848598,11747,281160
1848698,11825,283032
1848800,11890,284592
1848902,11964,286368
3116842,12001,287255
3116900,12055,288497
3117000,12157,290936
3117101,12226,292592
3117198,12298,294320
3117298,12374,296144
3117400,12449,297944
3117500,12506,299312
3117599,12578,301040
3117698,12644,302624
3117798,12713,304280
3117899,12767,305576
3118001,12820,306848
3118102,12873,308120
3118200,12928,309440
3118298,12979,310664
3591412,13001,311191
3591498,13055,312433
3591599,13117,313912
3591698,13180,315424
3591799,13246,317008
3591898,13314,318640
3591998,13376,320128
3592102,13435,321544
3592198,13491,322888
3592299,13556,324448
3592399,13630,326224
3592499,13696,327808
3592599,13760,329344
3592699,13829,331000
3592798,13898,332656
3592898,13965,334264
3626339,14001,335127
3626398,14056,336392
3626498,14155,338760
3626598,14220,340320
3626699,14293,342072
3626800,14358,343632
3626899,14422,345168
3627000,14480,346560
3627098,14543,348072
3627198,14622,349968
3627298,14686,351504
3627400,14736,352704
3627499,14781,353784
3627599,14827,354888
3627698,14867,355848
3627799,14924,357216
3627899,14976,358464
3675592,15001,359063
3675599,15008,359224
3675698,15120,361856
3675799,15226,364400
3675900,15343,367208
3675998,15467,370184
3676099,15595,373256
3676198,15714,376112
3676304,15834,378992
3676398,15932,381344
3688432,16001,382999
3688498,16053,384195
3688600,16101,385336
3688699,16146,386416
3688798,16194,387568
3688900,16243,388744
3688999,16298,390064
3689106,16343,391144
3689201,16377,391960
3689303,16407,392680
3689399,16431,393256
3689499,16478,394384
3689598,16528,395584
3689698,16578,396784
3689798,16633,398104
3689900,16686,399376
3689998,16750,400912
3690099,16809,402328
3690198,16866,403696
3690300,16919,404968
3690398,16985,406552
3725921,17001,406935
3725998,17096,409152
3726098,17222,412176
3726199,17331,414792
3726299,17443,417480
3726399,17564,420384
3726498,17686,423312
3726598,17797,425976
3726699,17913,428760
5057691,18001,430871
5057698,18002,430894
5057798,18140,434144
5057898,18250,436784
5057998,18360,439424
5058099,18472,442112
5058198,18573,444536
5058299,18704,447680
5058398,18822,450512
5058498,18948,453536
5119484,19001,454807
5119502,19021,455267
5119598,19163,458632
5119698,19297,461848
5119799,19434,465136
5119898,19560,468160
5119998,19660,470560
5120100,19809,474136
5120199,19929,477016
5207334,20001,478743
5207400,20076,480480
5207498,20198,483408
5207600,20306,486000
5207699,20407,488424
5207800,20507,490824
5207900,20604,493152
5208001,20713,495768
5208099,20818,498288
5208200,20966,501840
5296023,21001,502679
5296098,21073,504344
5296199,21206,507536
5296298,21316,510176
5296404,21400,512192
5296499,21496,514496
5296598,21595,516872
5296701,21697,519320
5296800,21816,522176
5296900,21935,525032
5296998,22068,528224
5297100,22193,531224
5297201,22315,534152
5297298,22425,536792
5297399,22522,539120
5297498,22646,542096
5297599,22788,545504
5297699,22950,549392
5318472,23001,550615
5318499,23028,551236
5318601,23100,552928
5318699,23170,554608
5318800,23253,556600
5318898,23357,559096
5318999,23441,561112
5319099,23529,563224
5319199,23627,565576
5319300,23727,567976
5319402,23799,569704
5319499,23863,571240
5319601,23947,573256
5319700,24046,575632
5319799,24160,578368
5319899,24308,581920
5319998,24469,585784
5320098,24630,589648
5320199,24788,593440
5320299,24937,597016
5417091,25001,598551
5417098,25006,598666
5417198,25114,601200
5417300,25260,604704
5417401,25380,607584
5417498,25493,610296
5417598,25610,613104
5417703,25745,616344
5417801,25794,617520
5417901,25887,619752
5417999,25974,621840
5418099,26079,624360
5418199,26187,626952
5418298,26317,630072
5418401,26443,633096
5418498,26581,636408
5418598,26697,639192
5418701,26785,641304
5418800,26888,643776
5418898,26983,646056
5451048,27001,646487
5451099,27062,647890
5451200,27204,651296
5451301,27298,653552
5451401,27424,656576
5451498,27538,659312
5451598,27662,662288
5451698,27803,665672
5451799,27950,669200
5451900,28066,671984
5451999,28217,675608
5452100,28355,678920
5452198,28482,681968
5452298,28618,685232
5452402,28745,688280
5452498,28861,691064
5452602,28970,693680
5789003,29001,694423
5789098,29117,697144
5789199,29243,700168
5789301,29353,702808
5789398,29458,705328
5789499,29564,707872
5789598,29699,711112
5789700,29818,713968
5789799,29941,716920
5789899,30063,719848
5789999,30213,723448
5790099,30360,726976
5790198,30517,730744
5790298,30664,734272
5790398,30760,736576
